date,min,max,pm25,q1,q3,stdev,count
2023-08-11T00:00:00.000Z,0.56,8.77,1.43,1.23,1.7,0.935,318
2023-08-12T00:00:00.000Z,2,14.4,3.69,2.77,5.67,3.056,262
2023-08-13T00:00:00.000Z,1.97,7.6,2.43,2.29,2.57,0.748,63
2023-08-14T00:00:00.000Z,1.4,3.53,2.2,1.77,2.59,0.499,113
2023-08-15T00:00:00.000Z,2.77,19.6,4.9,3.57,6.5,3.785,176
2023-08-16T00:00:00.000Z,0.8,1.87,1.03,0.9,1.2,0.257,58
2023-08-17T00:00:00.000Z,0.9,7.47,1.4,1.2,1.57,0.608,283
2023-08-18T00:00:00.000Z,0.6,3.57,1.5,1.1,2.17,0.7,391
2023-08-19T00:00:00.000Z,0.7,7.3,1.3,1.1,1.8,1.241,408
2023-08-20T00:00:00.000Z,0.93,9.1,3.97,2.2,5.5,1.987,351
2023-08-21T00:00:00.000Z,1.1,15.7,2.6,1.8,4.4,3.187,343
2023-08-22T00:00:00.000Z,1.43,19.2,2.87,2.29,6.1,3.266,427
2023-08-23T00:00:00.000Z,1.2,15.67,2.52,1.9,3.67,2.177,443
2023-08-24T00:00:00.000Z,1.2,5.09,2.33,1.77,2.9,0.743,360
2023-08-25T00:00:00.000Z,1.6,5.3,2.83,2.29,3.45,0.809,333
2023-08-26T00:00:00.000Z,0.23,5.73,3.57,1.3,4.23,1.599,120
2023-08-27T00:00:00.000Z,1.1,3.3,2,1.7,2.5,0.52,189
2023-08-28T00:00:00.000Z,0.9,7.2,1.4,1.2,2.37,1.532,106
2023-08-29T00:00:00.000Z,0.9,3.2,1.39,1.23,1.57,0.361,90
2023-08-30T00:00:00.000Z,1.43,1.87,1.63,1.5,1.8,0.148,10
2023-08-31T00:00:00.000Z,1.5,9.13,3,2.38,3.49,0.917,105
2023-09-01T00:00:00.000Z,1.07,3.5,2.37,2,2.8,0.611,139
2023-09-02T00:00:00.000Z,1,3.53,2.37,1.47,2.92,0.759,237
2023-09-03T00:00:00.000Z,1.17,4.53,2.73,1.9,3.3,0.845,393
2023-09-04T00:00:00.000Z,1.47,148.63,2.97,2.5,4.26,11.336,346
2023-09-05T00:00:00.000Z,1.2,9,2.7,2,4.07,1.652,342
2023-09-06T00:00:00.000Z,0.6,5.63,1.5,1.2,1.9,0.747,183
2023-09-07T00:00:00.000Z,4.53,12.47,10.07,9,11.03,1.855,83
2023-09-08T00:00:00.000Z,9.93,40.77,14.07,12.2,24.3,7.361,207
2023-09-09T00:00:00.000Z,6.63,30.47,16.77,9.57,19.8,6.118,197
2023-09-10T00:00:00.000Z,10.3,85.6,29.77,23.22,39.5,15.562,77
2023-09-18T00:00:00.000Z,0.5,19.67,1.2,1,2.15,3.25,221
2023-09-19T00:00:00.000Z,0.7,26.17,1.5,1.2,1.79,7.485,228
2023-09-20T00:00:00.000Z,0.4,8.5,1.02,0.8,2.17,1.09,180
2023-09-21T00:00:00.000Z,1.63,8.19,2.57,2.2,3.6,1.66,311
2023-09-22T00:00:00.000Z,1,11.77,1.9,1.43,4.59,1.869,272
2023-09-23T00:00:00.000Z,0.9,13.67,1.5,1.3,1.8,0.768,449
2023-09-24T00:00:00.000Z,0.43,14.23,1.43,0.83,2.79,3.002,312
2023-09-25T00:00:00.000Z,1.5,5.6,2.2,1.93,3.1,0.951,245
2023-09-26T00:00:00.000Z,3,9,4.94,4.13,6.83,1.659,210
2023-09-27T00:00:00.000Z,4.7,28.5,11.55,6.87,20.87,7.78,218
2023-09-28T00:00:00.000Z,2.77,52.77,10.09,7.4,14.97,8.415,218
2023-09-29T00:00:00.000Z,1.97,9.47,3.9,3.39,4.8,1.549,249
2023-09-30T00:00:00.000Z,1,10.33,3.57,2.79,4.42,1.85,224
2023-10-01T00:00:00.000Z,0.87,17.77,2.37,1.82,2.75,1.576,212
2023-10-02T00:00:00.000Z,1.67,5.43,3.53,2.7,4.26,0.913,193
2023-10-03T00:00:00.000Z,1.3,17.8,2.57,1.92,3.37,2.879,356
2023-10-04T00:00:00.000Z,0.2,9.63,1.5,0.8,2.35,1.488,409
2023-10-05T00:00:00.000Z,0.5,13.67,1.1,0.87,2.63,2.187,371
2023-10-06T00:00:00.000Z,0.1,21.17,1.6,0.99,2.95,2.504,212
2023-10-07T00:00:00.000Z,0.17,2.17,0.6,0.4,0.7,0.232,394
2023-10-08T00:00:00.000Z,0.3,6.67,0.7,0.5,1.8,1.35,450
2023-10-09T00:00:00.000Z,0.7,16.8,2.19,1.2,7.57,3.635,426
2023-10-10T00:00:00.000Z,0.43,8.47,1.53,1.23,5.25,2.255,353
2023-10-11T00:00:00.000Z,0.67,9.19,1.73,1.3,4.5,2.2,351
2023-10-12T00:00:00.000Z,0.2,2.43,0.85,0.67,1.1,0.315,286
2023-10-13T00:00:00.000Z,1,7.63,2.31,1.9,2.73,0.937,62
2023-10-14T00:00:00.000Z,0.3,3.37,1.19,0.77,1.4,0.524,156
2023-10-15T00:00:00.000Z,0.1,9.77,0.6,0.4,0.9,0.881,477
2023-10-16T00:00:00.000Z,0.3,2.6,0.67,0.5,0.8,0.249,439
2023-10-17T00:00:00.000Z,0.3,6.8,0.8,0.6,1.1,0.962,454
2023-10-18T00:00:00.000Z,0.2,27.3,0.56,0.4,1.5,2.077,399
2023-10-19T00:00:00.000Z,0.4,6.33,1,0.8,1.17,0.476,261
2023-10-20T00:00:00.000Z,0.4,2.1,0.9,0.8,1.1,0.255,306
2023-10-21T00:00:00.000Z,0.3,2.7,0.8,0.63,1.1,0.345,265
2023-10-22T00:00:00.000Z,0.3,20.83,0.73,0.6,1.03,1.855,214
2023-10-23T00:00:00.000Z,0.8,8.9,2.93,1.7,4.3,1.694,215
2023-10-24T00:00:00.000Z,0.9,14.83,1.93,1.6,2.6,1.392,298
2023-10-25T00:00:00.000Z,1,6.37,2.2,1.89,2.67,0.769,345
2023-10-26T00:00:00.000Z,0.9,13.97,1.77,1.47,2.23,1.105,313
2023-10-27T00:00:00.000Z,1.2,22.6,2.1,1.9,2.27,1.89,370
2023-10-28T00:00:00.000Z,0.93,47.03,1.9,1.7,2.5,2.868,334
2023-10-29T00:00:00.000Z,0.7,4.53,1.8,1.55,2.1,0.467,288
