date,min,max,pm25,q1,q3,stdev,count
2022-05-06T00:00:00.000Z,0.65,6,3.2,1.98,4.09,1.274,465
2022-05-07T00:00:00.000Z,0.2,5.9,0.6,0.45,1.5,1.081,471
2022-05-08T00:00:00.000Z,0.2,1.83,0.6,0.43,0.8,0.255,472
2022-05-09T00:00:00.000Z,0.47,3.63,1,0.8,1.12,0.284,435
2022-05-10T00:00:00.000Z,0.47,6.2,1.75,0.95,2.88,1.19,422
2022-05-11T00:00:00.000Z,0.8,4.78,2.67,2.15,3.14,0.775,433
2022-05-12T00:00:00.000Z,0,59.35,1.12,0.3,2.19,3.93,424
2022-05-13T00:00:00.000Z,0.32,2.88,1.27,1,1.6,0.436,441
2022-05-14T00:00:00.000Z,0.1,373.2,0.6,0.3,2,18.425,432
2022-05-15T00:00:00.000Z,0.1,3.5,0.3,0.2,0.5,0.346,447
2022-05-16T00:00:00.000Z,0.17,13.2,0.6,0.4,0.8,0.867,440
2022-05-17T00:00:00.000Z,0.5,3.47,1,0.8,1.12,0.287,435
2022-05-18T00:00:00.000Z,0.5,7.2,1.1,0.8,1.5,0.607,439
2022-05-19T00:00:00.000Z,0.56,7.53,2.13,1.6,2.83,1.178,432
2022-05-20T00:00:00.000Z,0.4,8.25,1.6,1.2,2.45,0.939,430
2022-05-21T00:00:00.000Z,0.7,268.38,1.45,1.12,1.89,23.973,436
2022-05-22T00:00:00.000Z,0.9,3.6,1.5,1.27,2.35,0.664,427
2022-05-23T00:00:00.000Z,0.4,3.38,1.5,0.94,1.83,0.519,433
2022-05-24T00:00:00.000Z,0.68,5.32,1.6,1.3,3.01,1.063,441
2022-05-25T00:00:00.000Z,0.2,5.25,0.8,0.52,2.5,1.325,417
2022-05-26T00:00:00.000Z,0.1,2.13,0.65,0.4,1.1,0.442,429
2022-05-27T00:00:00.000Z,0.1,1.7,0.3,0.22,0.5,0.24,409
2022-05-28T00:00:00.000Z,0.1,4.53,0.3,0.3,0.4,0.26,437
2022-05-29T00:00:00.000Z,0,1.25,0.3,0.1,0.4,0.18,380
2022-05-30T00:00:00.000Z,0.2,4.72,0.7,0.45,0.8,0.345,408
2022-05-31T00:00:00.000Z,0.3,10.35,1.2,0.98,1.6,0.628,431
2022-06-01T00:00:00.000Z,0.4,5.32,1.44,0.8,3.15,1.293,436
2022-06-02T00:00:00.000Z,0.5,3.83,1.2,0.8,1.75,0.64,147
2022-06-03T00:00:00.000Z,0.8,42.15,2.25,1.67,3.89,3.113,256
2022-06-04T00:00:00.000Z,0,31.63,1.04,0.5,2.22,2.204,358
2022-06-05T00:00:00.000Z,0.45,4.7,1.3,0.95,1.7,0.596,375
2022-06-06T00:00:00.000Z,0.3,2.8,1.25,0.88,1.66,0.573,288
2022-06-07T00:00:00.000Z,1,5.43,2.45,1.9,3.34,0.888,437
2022-06-08T00:00:00.000Z,0.4,6.9,1.77,1,5.19,2.055,417
2022-06-09T00:00:00.000Z,1.27,6.35,2.42,2,3.1,1.153,422
2022-06-10T00:00:00.000Z,0.77,11.93,3.21,1.4,6.65,2.836,412
2022-06-11T00:00:00.000Z,1.25,4.68,2.96,2.5,3.53,0.708,406
2022-06-12T00:00:00.000Z,1,4.88,2.8,2.04,3.47,0.852,405
2022-06-13T00:00:00.000Z,0.2,3.95,0.77,0.5,1.65,0.921,393
2022-06-14T00:00:00.000Z,0.1,2.65,0.4,0.3,0.6,0.267,309
2022-06-15T00:00:00.000Z,0.5,3.3,1.2,0.93,1.67,0.589,418
2022-06-16T00:00:00.000Z,0.28,3.08,1,0.73,1.5,0.479,424
2022-06-17T00:00:00.000Z,0.15,15.25,1.52,0.69,2.6,1.918,361
2022-06-18T00:00:00.000Z,0.3,24.08,1.5,0.88,9.44,6.779,419
2022-06-19T00:00:00.000Z,0.1,8.73,0.6,0.4,0.82,0.883,373
2022-06-20T00:00:00.000Z,0.3,108.57,0.85,0.63,1.2,5.979,326
2022-06-21T00:00:00.000Z,0.3,4.25,1.3,0.9,1.67,0.691,318
2022-06-22T00:00:00.000Z,0.4,5.18,2.33,0.9,3.71,1.442,313
2022-06-23T00:00:00.000Z,0.85,4.5,2.06,1.4,3,0.923,262
2022-06-24T00:00:00.000Z,0.2,17.82,1.82,0.7,3.97,2.036,470
2022-06-25T00:00:00.000Z,1.14,6.93,2.08,1.7,2.5,0.725,476
2022-06-26T00:00:00.000Z,1.02,4.09,2.5,1.9,2.88,0.596,475
2022-06-27T00:00:00.000Z,1.92,6.25,2.94,2.67,4.18,1.002,466
2022-06-28T00:00:00.000Z,1,9.3,3.42,2.6,4.4,1.653,468
2022-06-29T00:00:00.000Z,0.5,4.59,1.58,1.01,2.1,0.777,472
2022-06-30T00:00:00.000Z,1.1,13.38,4.3,2,8,3.442,475
2022-07-01T00:00:00.000Z,2.97,17.05,8.84,5.6,12.52,3.573,464
2022-07-02T00:00:00.000Z,0.1,11.3,1.1,0.7,1.65,2.757,470
2022-07-03T00:00:00.000Z,0.4,3.17,1.1,0.77,1.67,0.616,459
2022-07-04T00:00:00.000Z,0.2,5.6,0.75,0.5,2.97,1.406,464
2022-07-05T00:00:00.000Z,0.1,4.72,0.6,0.4,0.95,0.399,472
2022-07-06T00:00:00.000Z,0,2.78,0.68,0.1,1.23,0.624,475
2022-07-07T00:00:00.000Z,0,21.92,0.32,0.13,0.65,1.285,314
2022-07-08T00:00:00.000Z,0.03,0.8,0.3,0.2,0.4,0.144,466
2022-07-09T00:00:00.000Z,0,12.35,0.2,0.08,0.4,0.693,475
2022-07-10T00:00:00.000Z,0,1.7,0.2,0.1,0.3,0.207,466
2022-07-11T00:00:00.000Z,0,6.63,0.4,0.2,0.63,0.491,456
2022-07-12T00:00:00.000Z,0.1,2,0.73,0.3,1.02,0.41,471
2022-07-13T00:00:00.000Z,0.28,4.68,1.4,0.8,3.13,1.204,428
2022-07-14T00:00:00.000Z,0,1.35,0.2,0.1,0.4,0.219,463
2022-07-15T00:00:00.000Z,0.1,3.95,0.43,0.22,0.7,0.343,457
2022-07-16T00:00:00.000Z,0,5.22,0.2,0.2,0.4,0.497,474
2022-07-17T00:00:00.000Z,0,7.6,0.3,0.1,0.6,0.447,476
2022-07-18T00:00:00.000Z,0.7,6.38,2.8,1.8,4.8,1.604,469
2022-07-19T00:00:00.000Z,0.9,10.1,2.17,1.77,3.76,1.34,473
2022-07-20T00:00:00.000Z,1.3,6.65,2.66,2.29,3.1,0.724,472
2022-07-21T00:00:00.000Z,2.5,8.02,5.4,4.8,5.93,0.957,469
2022-07-22T00:00:00.000Z,0.1,8.6,1.1,0.8,2.15,2.488,475
2022-07-23T00:00:00.000Z,0.1,1.2,0.4,0.3,0.6,0.226,467
2022-07-24T00:00:00.000Z,0.6,19,1.55,1.1,2.1,1.289,466
2022-07-25T00:00:00.000Z,1.1,5.93,3.3,2.25,3.95,0.992,476
2022-07-26T00:00:00.000Z,0.1,6.5,0.77,0.4,2.5,1.322,476
2022-07-27T00:00:00.000Z,0,23.38,0.2,0.14,0.35,1.157,468
2022-07-28T00:00:00.000Z,0.1,43.8,0.4,0.2,0.6,3.53,466
2022-07-29T00:00:00.000Z,0.2,13.65,0.65,0.4,0.82,0.684,462
2022-07-30T00:00:00.000Z,0.2,23.83,0.72,0.5,1.27,2.258,462
2022-07-31T00:00:00.000Z,0.38,16.27,1.15,0.8,1.6,1.213,474
2022-08-01T00:00:00.000Z,0.3,2.92,1.08,0.7,1.44,0.562,417
2022-08-02T00:00:00.000Z,0.1,1.9,0.75,0.5,1,0.352,445
2022-08-03T00:00:00.000Z,0.4,6.05,2.6,1.8,3.3,1.107,459
2022-08-04T00:00:00.000Z,0.75,26.17,1.5,1.2,2.27,1.408,381
2022-08-05T00:00:00.000Z,0.3,7.7,1.08,0.73,2.4,1.06,465
2022-08-06T00:00:00.000Z,0,62.63,0.2,0.1,0.6,3.288,453
2022-08-07T00:00:00.000Z,0.1,3.05,0.8,0.5,1.55,0.706,353
2022-08-08T00:00:00.000Z,0.2,6.4,1.04,0.5,1.8,0.781,426
2022-08-09T00:00:00.000Z,0.43,6.72,1.23,0.8,1.9,0.987,463
2022-08-10T00:00:00.000Z,0.63,3.97,1.99,1.6,2.5,0.61,384
2022-08-11T00:00:00.000Z,0.68,3.22,1.29,1.02,1.73,0.567,378
2022-08-12T00:00:00.000Z,0.4,6,1.9,1.23,2.29,0.727,464
2022-08-13T00:00:00.000Z,0.7,3.42,1.83,1.12,2.45,0.683,475
2022-08-14T00:00:00.000Z,0.6,9.5,1.7,1.3,2.6,0.807,462
2022-08-15T00:00:00.000Z,1.42,8.68,3.43,2.58,5.28,1.737,390
2022-08-16T00:00:00.000Z,4,14.65,8.19,6.05,9.84,2.395,472
2022-08-17T00:00:00.000Z,3.6,20.8,7.95,5.39,15.51,5.142,373
2022-08-18T00:00:00.000Z,3,13.23,4.95,4.2,5.47,1.583,402
2022-08-19T00:00:00.000Z,2.88,18.64,7.69,5.49,12.59,3.721,472
2022-08-20T00:00:00.000Z,0.6,11.23,3.33,1.27,5.53,2.328,443
2022-08-21T00:00:00.000Z,0.73,3.97,1.45,1.2,2.02,0.566,427
2022-08-22T00:00:00.000Z,0.17,3,0.7,0.5,1.02,0.404,307
2022-08-23T00:00:00.000Z,0.35,179.68,0.8,0.7,1,9.191,444
2022-08-24T00:00:00.000Z,0.43,2.04,1,0.8,1.2,0.28,406
2022-08-25T00:00:00.000Z,0.2,6.4,0.8,0.52,1.2,0.554,429
2022-08-26T00:00:00.000Z,0.3,9.25,1.02,0.75,1.7,0.869,463
2022-08-27T00:00:00.000Z,1.27,6.85,3.03,2.4,4.09,1.228,448
2022-08-28T00:00:00.000Z,0.1,3.92,0.54,0.32,0.88,0.839,446
2022-08-29T00:00:00.000Z,0,1.14,0.4,0.22,0.5,0.193,442
2022-08-30T00:00:00.000Z,0.05,4.13,0.4,0.3,0.5,0.382,452
2022-08-31T00:00:00.000Z,0.1,1.7,0.4,0.2,0.6,0.221,439
2022-09-01T00:00:00.000Z,0.08,40.6,0.4,0.2,0.7,2.025,408
2022-09-02T00:00:00.000Z,0.1,10.35,0.4,0.3,0.5,0.75,344
2022-09-07T00:00:00.000Z,0.25,3.75,0.5,0.4,0.6,0.359,201
2022-09-08T00:00:00.000Z,0.1,1.2,0.5,0.4,0.6,0.195,287
2022-09-09T00:00:00.000Z,0.2,15.05,0.7,0.52,1,1.459,438
2022-09-10T00:00:00.000Z,0.68,14.05,1.14,1,1.48,1.125,429
2022-09-11T00:00:00.000Z,0.73,5.97,1.52,1.23,1.88,0.576,431
2022-09-12T00:00:00.000Z,0.6,8.73,1.67,1.12,2.1,0.867,395
2022-09-13T00:00:00.000Z,0.25,9.13,0.7,0.56,1.2,0.871,413
2022-09-14T00:00:00.000Z,0,5.28,0.4,0.2,0.7,0.459,440
2022-09-15T00:00:00.000Z,0.1,12.3,0.3,0.2,0.49,0.866,421
2022-09-16T00:00:00.000Z,0.1,12.43,0.35,0.2,0.52,1.089,416
2022-09-17T00:00:00.000Z,0.05,27.83,0.39,0.2,0.55,2.242,418
2022-09-18T00:00:00.000Z,0,105.28,0.3,0.2,0.4,5.368,425
2022-09-19T00:00:00.000Z,0,15.25,0.3,0.2,0.5,1.297,408
2022-09-20T00:00:00.000Z,0,12.1,0.4,0.2,0.85,1.407,354
2022-09-21T00:00:00.000Z,0.1,17.35,0.77,0.5,1.1,1.339,386
2022-09-22T00:00:00.000Z,0.45,9.13,1.4,1.05,1.6,1.024,427
2022-09-23T00:00:00.000Z,0.6,7.82,1.7,1.3,2.2,0.626,431
2022-09-24T00:00:00.000Z,1,8.27,2.58,2.17,3.1,0.887,431
2022-09-25T00:00:00.000Z,0.63,26.13,3.17,2.4,4.99,2.488,417
2022-09-26T00:00:00.000Z,0.38,8.07,1.65,1,3.67,1.802,407
2022-09-27T00:00:00.000Z,0.38,10.88,1.67,1.25,3.42,2.021,419
2022-09-28T00:00:00.000Z,0.82,49.88,2.58,1.73,6.05,5.559,407
2022-09-29T00:00:00.000Z,0.3,106.68,0.9,0.6,1.6,6.06,402
2022-09-30T00:00:00.000Z,0.3,65.81,1,0.73,1.4,3.981,409
2022-10-01T00:00:00.000Z,1.1,20.25,2.38,1.9,3.53,2.345,366
2022-10-02T00:00:00.000Z,1.5,19.39,3.29,2.63,6.19,2.464,220
2022-10-03T00:00:00.000Z,0.55,11.9,1.33,1,2.37,1.516,205
2022-10-04T00:00:00.000Z,0.65,19.55,1.83,1.1,2.88,1.738,285
2022-10-05T00:00:00.000Z,0.2,5.3,0.8,0.4,1.8,1.223,259
2022-10-06T00:00:00.000Z,0.4,4.93,1.1,0.8,2.85,1.287,435
2022-10-07T00:00:00.000Z,0.3,5.65,2.33,1.72,3.46,1.18,437
2022-10-08T00:00:00.000Z,0.25,60.6,1.8,0.9,2.35,5.505,444
2022-10-09T00:00:00.000Z,0.2,3.38,0.9,0.7,1.23,0.482,454
2022-10-10T00:00:00.000Z,0.7,5.28,1.48,1.25,1.8,0.573,433
2022-10-11T00:00:00.000Z,0.1,14.43,0.9,0.52,1.27,1.199,430
2022-10-12T00:00:00.000Z,0.2,14.2,1.02,0.8,1.42,1.117,439
2022-10-13T00:00:00.000Z,1.17,5.25,2.38,2,2.88,0.688,454
2022-10-14T00:00:00.000Z,1,24.7,5.54,1.85,12,6.364,434
2022-10-15T00:00:00.000Z,0.8,30.35,2.62,1.8,3.92,2.27,432
2022-10-16T00:00:00.000Z,0.3,9.38,1.7,0.85,2.25,0.918,341
2022-10-17T00:00:00.000Z,0.43,19.23,1.25,0.95,1.75,1.467,436
2022-10-18T00:00:00.000Z,0.2,255.13,0.65,0.5,0.9,16.335,301
